ts_code,company_name,year,debt_to_assets,current_ratio,roe,roa,assets_turn,grossprofit_margin,netprofit_margin,profit_to_gr,interest_coverage_w,high_credit_risk,credit_risk_score
600606.SH,绿地控股,2024,89.1626,1.0683,-21.546,-0.6693,0.21,9.0806,-8.2018,-8.1926,-0.9345,1,0.9215259875259875
600622.SH,光大嘉宝,2020,70.6448,1.5385,6.3159,3.6167,0.1264,48.4806,9.6193,9.6193,2.3563,0,0.5135883575883575
600622.SH,光大嘉宝,2021,73.1174,1.2419,5.2997,3.0099,0.1182,48.3825,5.4573,5.4573,1.8071,0,0.6096403326403326
600622.SH,光大嘉宝,2022,69.9422,1.139,0.8199,2.8315,0.1696,33.5866,1.2623,1.2623,1.4991,1,0.6496798336798336
600622.SH,光大嘉宝,2023,73.71,0.685184,-35.5242,-4.3728,0.1596,30.8155,-44.5724,-44.5724,-2.681,1,0.8381621621621622
600622.SH,光大嘉宝,2024,77.3796,0.685184,-33.3248,-3.7397,0.0779,37.91,-77.6802,-77.6802,-1.7871,1,0.8745176715176715
600638.SH,新黄浦,2020,77.5662,1.4923,6.4135,2.3069,0.0757,32.7907,26.3868,23.6502,18.0392,0,0.4702619542619543
600638.SH,新黄浦,2022,81.2983,1.2228,1.2918,0.6469,0.2056,9.3876,1.5052,1.3751,11.8438,0,0.6015155925155924
600638.SH,新黄浦,2023,77.1662,1.2025,1.4093,1.3537,0.1519,18.3764,3.6279,3.2541,2.3773,0,0.6846029106029106
600638.SH,新黄浦,2024,75.2214,1.2073,1.8305,2.077,0.1618,20.6514,6.3372,5.7974,2.8233,0,0.6325384615384615
600639.SH,浦东金桥,2020,63.4317,1.1186,10.7105,5.811,0.1315,52.8304,30.6311,30.6311,14.0781,0,0.3692889812889813
600639.SH,浦东金桥,2021,62.3874,0.9656,14.0524,7.5996,0.1459,68.3764,34.1161,34.1161,8.862,0,0.3881767151767152
600639.SH,浦东金桥,2022,55.8374,1.3518,12.5925,6.9641,0.149,68.542384,30.7169,30.7169,8.6245,0,0.3215093555093555
600639.SH,浦东金桥,2023,57.3211,2.0922,13.5101,7.5443,0.1772,68.0807,27.3075,27.3075,3.541,0,0.2821185031185031
600639.SH,浦东金桥,2024,61.3639,1.9611,6.9976,4.0321,0.0616,50.9747,35.8934,35.8934,4.0628,0,0.3377525987525987
600648.SH,外高桥,2020,71.4073,1.0861,6.7109,3.9919,0.2758,31.2883,7.5802,7.5297,2.3943,0,0.5782079002079002
600648.SH,外高桥,2021,72.2372,1.0751,8.276,4.4596,0.2156,31.3871,10.87,10.6978,2.9574,0,0.5618191268191268
600648.SH,外高桥,2022,70.5068,0.9942,10.4785,5.1233,0.217,33.7135,13.8497,13.6346,3.5123,0,0.5150686070686071
600648.SH,外高桥,2023,71.2237,1.1224,7.5649,3.8937,0.1782,35.5172,12.4302,12.2284,2.8441,0,0.5431247401247401
600648.SH,外高桥,2024,70.8492,0.8315,7.4406,3.925,0.1596,31.6017,13.5778,13.3189,2.8342,0,0.559047817047817
600649.SH,城投控股,2020,65.2992,1.8977,3.9228,2.6999,0.1295,15.4858,11.7195,11.7195,1.603,0,0.46119126819126816
600649.SH,城投控股,2021,67.688,2.1248,4.521,2.9214,0.141,22.4899,9.7611,9.7611,1.2969,1,0.4687525987525988
600649.SH,城投控股,2022,69.7438,3.896775999999999,3.8108,2.7671,0.1208,9.8572,9.2509,9.2509,4.5879,0,0.3452785862785863
600649.SH,城投控股,2023,72.2987,2.9214,2.0023,1.5768,0.034684,40.2868,13.5905,13.5905,1.9104,0,0.4848212058212058
600649.SH,城投控股,2024,74.3053,2.0923,1.164,1.4142,0.116,14.5379,2.2386,2.2386,1.8041,0,0.5525904365904366
600657.SH,信达地产,2020,74.3202,1.6234,6.6822,4.1321,0.2682,30.0048,6.7448,6.7448,1.2571,1,0.5843367983367983
600657.SH,信达地产,2021,71.6449,1.8316,3.4728,2.8869,0.244,19.3138,3.822,3.822,0.9959,1,0.5613367983367983
600657.SH,信达地产,2022,71.6119,1.8141,2.2896,3.1949,0.2082,25.2046,3.1512,3.1512,1.2233,1,0.5625114345114345
600657.SH,信达地产,2023,69.4252,2.1673,2.0692,2.5321,0.1335,27.057,5.2689,5.2689,0.9456,1,0.5216964656964657
600657.SH,信达地产,2024,66.0672,1.7756,-3.2346,0.8962,0.1009,30.2543,-10.0734,-10.0734,0.3622,1,0.5875904365904365
600658.SH,电子城,2020,59.2061,2.2397,7.6567,5.9201,0.2355,44.2929,14.4728,14.4728,4.482,0,0.28575051975051974
600658.SH,电子城,2021,66.2458,1.6347,0.4551,1.9577,0.1,43.5829,3.9316,3.9316,1.4014,1,0.5567276507276507
600658.SH,电子城,2022,62.6746,1.3074,8.209,4.3135,0.242,35.688,11.6125,11.6125,4.4107,0,0.4232494802494803
600658.SH,电子城,2023,59.8656,2.2527,-2.3821,0.7675,0.1397,22.4753,-5.5809,-5.5809,0.5758,1,0.5032453222453223
600658.SH,电子城,2024,63.9602,1.843,-23.9936,-4.6816,0.1161,35.6889,-74.5757,-74.5757,-3.4403,1,0.6268316008316008
600663.SH,陆家嘴,2020,66.6738,1.0069,20.9043,7.9967,0.1502,68.542384,34.6357,34.6357,4.2171,0,0.4491725571725572
600663.SH,陆家嘴,2021,68.2185,1.008,20.1265,7.0854,0.1248,68.542384,36.1567,36.1567,7.1967,0,0.4257401247401248
600663.SH,陆家嘴,2022,70.0398,1.1021,4.9194,2.7788,0.0954,41.2243,12.4204,12.4204,2.4215,0,0.5725550935550935
600663.SH,陆家嘴,2023,71.142,1.0889,4.9398,2.8501,0.0741,58.423,15.4186,15.4186,2.6542,0,0.5713201663201662
600663.SH,陆家嘴,2024,69.7837,1.1385,6.3698,2.3874,0.0907,44.0292,12.2502,12.2502,1.7234,0,0.5828149688149689
600665.SH,天地源,2021,88.9894,1.3855,9.3368,1.6983,0.1846,22.663,6.0303,6.0303,11.9648,0,0.556943866943867
600665.SH,天地源,2022,87.2778,1.4456,8.0189,2.7532,0.2587,24.7888,6.6397,6.6397,19.8454,0,0.5208939708939709
600665.SH,天地源,2023,86.6798,1.5033,-9.4258,0.024,0.3049,12.4561,-2.6465,-2.6465,0.1102,1,0.8253596673596674
600665.SH,天地源,2024,86.6887,1.5612,-30.1269,-0.5694,0.3377,13.636,-9.0561,-9.0561,-1.2741,1,0.8454199584199584
600675.SH,中华企业,2020,64.6076,1.7242,8.9197,5.4613,0.2239,42.6921,17.1727,17.1727,13.1179,0,0.29395010395010396
600675.SH,中华企业,2021,68.5906,1.9378,5.1527,4.5721,0.1854,48.5153,12.3156,12.3156,7.5438,0,0.35006652806652805
600675.SH,中华企业,2022,71.9819,1.8117,0.1499,1.3749,0.0461,28.3983,5.6562,5.6562,1.6975,0,0.574008316008316
600675.SH,中华企业,2023,71.4704,1.7457,3.6929,3.0592,0.2217,30.2329,3.4498,3.4498,2.3333,0,0.5118523908523909
600675.SH,中华企业,2024,70.1238,2.412,-2.1722,1.9998,0.1189,32.5212,0.9627,0.9627,1.6727,0,0.5124989604989605
600683.SH,京投发展,2020,83.1151,2.4755,10.9487,3.3221,0.1847,28.2137,11.9957,11.9957,9.785,0,0.41558835758835755
600683.SH,京投发展,2021,76.1564,1.8456,4.2311,1.4385,0.1401,21.2862,4.9186,4.9186,21.4571,0,0.4023139293139293
600683.SH,京投发展,2023,84.1167,3.071,-7.8864,-1.8935,0.1861,7.5963,-9.8749,-9.8749,-17.6558,1,0.7506548856548856
600683.SH,京投发展,2024,87.796,3.21,-14.7897,-1.7279,0.034684,3.70658,-80.775596,-80.775596,-4.2083,1,0.7599604989604989
600684.SH,珠江股份,2020,89.6109,1.3191,-22.1977,-0.6201,0.0916,35.0012,-24.9318,-24.9318,-0.4243,1,0.8860997920997922
600684.SH,珠江股份,2021,88.3993,1.5445,3.0751,1.4837,0.1136,39.3114,0.7061,0.7061,1.434,1,0.7211205821205822
600684.SH,珠江股份,2022,94.2491,1.3834,-127.365696,-5.4515,0.1199,13.3999,-55.8806,-55.8806,-5.5941,1,0.9285405405405405
600684.SH,珠江股份,2023,84.1171,1.0757,-16.1115,0.8955,0.1906,16.7539,-0.4651,-0.4651,1.283,1,0.8444054054054053
600684.SH,珠江股份,2024,71.654,1.1585,3.4462,2.6605,0.5499639999999999,20.1713,1.2873,1.2873,2.7532,0,0.5816819126819127
600692.SH,亚通股份,2020,66.3729,1.3501,6.8952,3.8051,0.3718,16.5642,6.5206,6.5206,10.6034,0,0.3944636174636174
600692.SH,亚通股份,2021,62.7475,1.5161,5.0492,2.2576,0.5499639999999999,8.538,3.0022,3.0022,9.8014,0,0.361016632016632
600692.SH,亚通股份,2022,66.5491,1.7171,0.4946,0.856,0.4386,8.1174,0.6302,0.6302,2.9699,0,0.48197713097713096
600692.SH,亚通股份,2023,52.071,1.6684,0.2494,1.3251,0.4201,7.8032,-0.2634,-0.2634,1.2343,1,0.5041559251559251
600692.SH,亚通股份,2024,72.528,1.2095,0.682,0.3259,0.1619,5.4701,1.057,1.057,1.222,1,0.6932993762993763
600708.SH,光明地产,2020,83.4277,1.5191,0.7564,1.3181,0.1722,19.1873,0.8868,0.8868,2.5053,0,0.6914532224532225
600708.SH,光明地产,2021,81.6913,1.5764,0.5302,2.1667,0.3167,17.2186,1.799,1.799,2.602,0,0.6677609147609147
600708.SH,光明地产,2022,82.589,2.1892,0.4391,1.5856,0.2318,18.3672,1.0441,1.0441,2.0239,0,0.6366465696465696
600708.SH,光明地产,2023,81.9202,2.4143,0.3131,1.5584,0.1312,17.5936,1.3396,1.3396,1.3737,1,0.6472453222453223
600708.SH,光明地产,2024,82.6399,2.7463,-9.1863,-0.246,0.0901,7.6704,-17.9459,-17.9459,-0.1814,1,0.7075654885654885
600716.SH,凤凰股份,2021,26.6515,3.896775999999999,0.614,0.5985,0.0532,28.384,7.9296,7.9296,11.7266,0,0.17095218295218295
600716.SH,凤凰股份,2022,37.1044,2.8176,-7.1887,-4.3768,0.0759,26.376,-64.4147,-64.4147,-20.287831999999998,1,0.4908794178794178
600716.SH,凤凰股份,2023,35.0298,2.6837,0.1497,0.965,0.0806,24.7139,1.1865,1.1865,1.7249,0,0.36351351351351346
600716.SH,凤凰股份,2024,32.1395,2.987,-3.5156,-1.5391,0.1103,13.5562,-21.1478,-21.1478,-3.3075,1,0.44955717255717254
600736.SH,苏州高新,2020,71.6648,1.9063,3.2156,1.7196,0.1971,15.9121,3.734,3.734,2.5003,0,0.49143035343035346
600736.SH,苏州高新,2021,74.715,1.9268,4.3535,1.9469,0.2048,17.2368,4.0287,4.0287,2.5214,0,0.5082328482328482
600736.SH,苏州高新,2022,74.2773,2.3476,3.2977,2.0894,0.1696,15.6205,4.746,4.746,2.3711,0,0.488093555093555
600736.SH,苏州高新,2023,75.1445,2.4634,2.0457,1.1172,0.1145,13.1062,2.281,2.281,1.5533,0,0.541099792099792
600736.SH,苏州高新,2024,73.4578,2.4488,1.2874,1.3005,0.0994,17.7571,1.7933,1.7933,1.5728,0,0.5296361746361746
600743.SH,华远控股,2020,84.5048,1.4175,4.8138,1.1111,0.1287,27.1652,3.6198,3.6198,20.2622,0,0.5347006237006237
600743.SH,华远控股,2021,81.4595,1.522,-7.1016,-0.933,0.2323,17.3024,-6.9646,-6.9646,-20.287831999999998,1,0.8479293139293138
600743.SH,华远控股,2022,85.8687,1.5127,-46.2092,-7.553444,0.2169,7.4045,-46.2132,-46.2132,-20.287831999999998,1,0.8975904365904366
600743.SH,华远控股,2023,88.5481,0.9898,-32.3116,-1.8502,0.4262,14.8115,-8.9401,-8.9401,-3.8436,1,0.9532494802494803
600743.SH,华远控股,2024,68.1568,3.8188,-78.5853,-4.4657,0.2835,15.5645,-30.9283,-30.9283,-1.2094,1,0.5742494802494802
600748.SH,上实发展,2020,69.9013,1.8858,5.3263,2.6137,0.1612,36.8581,7.5679,7.5679,11.4798,0,0.34766320166320164
600748.SH,上实发展,2021,71.8707,1.8739,1.7188,2.608,0.2476,49.1221,0.7791,0.7791,77.8806,0,0.36463825363825364
600748.SH,上实发展,2022,75.719,1.3937,1.226,0.9095,0.1236,21.4477,1.1899,1.1899,3.4997,0,0.6011039501039501
600748.SH,上实发展,2023,63.2105,1.7037,1.2882,4.0264,0.2591,39.4087,5.1182,5.1182,4.7098,0,0.41086486486486484
600748.SH,上实发展,2024,57.4677,3.5108,-2.7612,0.6015,0.0815,26.6901,-12.8159,-12.8159,0.5369,1,0.4634927234927235
600773.SH,西藏城投,2020,75.33,2.1563,3.1429,1.681,0.131,34.0503,5.713,5.713,6.455,0,0.4343866943866944
600773.SH,西藏城投,2021,74.8379,1.916,3.2547,2.2352,0.1728,29.8136,4.4308,4.4308,3.2372,0,0.5046590436590437
600773.SH,西藏城投,2022,73.516,1.541,3.1403,2.2421,0.1722,31.4602,1.9445,1.9445,1.9175,0,0.586060291060291
600773.SH,西藏城投,2023,72.8135,1.4137,1.6305,1.4485,0.1745,33.5544,-0.1721,-0.1721,1.4104,1,0.6358045738045739
600773.SH,西藏城投,2024,60.7147,1.6069,0.2894,1.2712,0.0934,17.3294,-3.2023,-3.2023,1.4133,1,0.5332598752598752
600791.SH,京能置业,2020,79.0055,2.1137,-3.145,0.0128,0.034684,53.9078,-23.3962,-23.3962,0.0301,1,0.6947962577962578
600791.SH,京能置业,2021,80.159,1.4539,0.2453,1.1961,0.108,28.3241,2.6118,2.6118,2.2052,0,0.7082016632016632
600791.SH,京能置业,2022,71.5434,2.5784,0.5509,1.4527,0.298,12.5709,2.112,2.112,7.2873,0,0.3924074844074844
600791.SH,京能置业,2023,84.2128,2.1908,-15.5911,-2.0703,0.2195,7.3026,-13.9708,-13.9708,-1.4173,1,0.7562079002079001
600791.SH,京能置业,2024,88.348,1.9746,-9.6002,1.2207,0.2668,18.2255,-3.0117,-3.0117,0.6191,1,0.7607006237006236
600848.SH,上海临港,2020,57.7381,1.4214,10.0463,6.3823,0.0987,57.0243,41.501,41.501,7.4409,0,0.32909771309771313
600848.SH,上海临港,2021,59.4476,1.5828,10.2674,6.4825,0.1377,59.8923,29.6603,29.6603,6.0607,0,0.32134511434511437
600848.SH,上海临港,2022,58.6553,1.5707,6.2301,3.9723,0.1038,54.7405,22.4452,22.4452,4.7935,0,0.3618794178794179
600848.SH,上海临港,2023,66.9063,1.7344,6.8233,3.577,0.0957,50.5659,20.352,20.352,4.7395,0,0.3807754677754678
600848.SH,上海临港,2024,65.7442,2.0573,6.8082,4.2499,0.1351,45.0914,16.0344,16.0344,3.8496,0,0.3535176715176715
600895.SH,张江高科,2020,55.7838,1.1284,18.1205,9.1514,0.034684,55.1067,54.27930399999996,54.20573599999996,6.9276,0,0.3469106029106029
600895.SH,张江高科,2021,61.0548,1.4666,6.8265,3.5846,0.0599,68.542384,30.9152,30.9152,3.2763,0,0.4242993762993763
600895.SH,张江高科,2022,64.2137,1.1256,7.2749,3.4405,0.0477,62.0932,41.3089,41.3089,2.3391,0,0.5189022869022869
600895.SH,张江高科,2023,68.6014,1.3793,7.849,3.7768,0.0432,58.0434,46.4347,46.4347,2.5374,0,0.4973326403326404
600895.SH,张江高科,2024,69.0357,1.3902,7.2243,3.2543,0.0359,56.7708,50.1378,50.1378,2.3229,0,0.5238336798336797
601155.SH,新城控股,2020,84.7256,1.1067,23.260623999999996,4.6056,0.291,23.4979,11.3186,11.3186,1.9587,0,0.6795966735966736
601155.SH,新城控股,2021,81.822,1.0696,22.9263,3.5852,0.3139,20.4453,8.179,8.179,21.3632,0,0.5122910602910603
601155.SH,新城控股,2022,80.4631,0.9638,2.3467,1.1481,0.2327,20.0341,1.3732,1.3732,2.2074,0,0.739035343035343
601155.SH,新城控股,2023,76.9042,0.9244,1.233,1.6757,0.2865,19.0534,0.4696,0.4696,2.3504,0,0.7124615384615384
601155.SH,新城控股,2024,73.0877,0.9102,1.2442,1.7181,0.2613,19.8038,0.809,0.809,1.5296,0,0.6939147609147609
601512.SH,中新集团,2020,41.7251,2.1196,12.341,8.575,0.1397,64.1926,47.4126,47.4126,11.1112,0,0.17223492723492725
601512.SH,中新集团,2021,44.4209,2.022,13.1056,9.2725,0.142,59.871,50.9597,50.9597,9.5367,0,0.19675883575883577
601512.SH,中新集团,2022,44.4439,2.1959,12.6068,9.7487,0.1532,57.5551,46.0407,46.0407,7.8468,0,0.1877920997920998
601512.SH,中新集团,2023,45.4658,2.1866,9.8859,6.488,0.1084,50.7756,41.8415,41.8415,7.3742,0,0.20310602910602912
601512.SH,中新集团,2024,45.6958,1.8034,4.4454,2.9484,0.0763,50.4006,23.2372,23.2372,3.5019,0,0.3273430353430353
601588.SH,北辰实业,2020,77.1769,1.7954,1.5746,1.6136,0.1997,23.9586,3.2006,3.2006,0.7309,1,0.6651164241164241
601588.SH,北辰实业,2021,75.7739,1.7068,1.2469,1.3435,0.266,20.5257,0.4488,0.4488,0.6433,1,0.6631787941787942
601588.SH,北辰实业,2022,76.2788,1.7365,-11.1564,-0.9009,0.1767,20.5496,-12.725,-12.725,-0.4326,1,0.7214823284823284
601588.SH,北辰实业,2023,72.3792,2.1775,0.5311,1.9855,0.2551,27.3799,-0.4027,-0.4027,0.9155,1,0.5817858627858628
601588.SH,北辰实业,2024,75.9071,2.2791,-25.0832,-4.3233,0.1361,26.0841,-47.8256,-47.8256,-2.0492,1,0.691047817047817
